Time_ms,T_C,P_Pa,Alt_m,AccX_mss,AccY_mss,AccZ_mss,GyroX_rads,GyroY_rads,GyroZ_rads,MagX_raw,MagY_raw,MagZ_raw,PYRO
5584,25.84060,101511.83594,-0.93720,-4.68323,5.52362,-3.82847,-6.91378,-0.86076,-1.43176,-196,-105,-270
5614,25.84297,101511.89062,-0.94191,-4.73351,4.76942,-2.73667,-7.30794,-0.83519,-1.55746,-209,-116,-244
5643,25.84456,101517.21875,-1.40040,-5.69601,5.35123,-0.33041,-7.12258,-0.35368,-1.96867,-238,-127,-224
5673,25.84363,101512.03906,-0.95468,-6.45021,5.56672,0.72547,-6.39178,0.16832,-2.00276,-508,-127,-205
5702,25.84383,101515.81250,-1.27939,-7.73594,4.13733,4.46774,-7.08636,0.96942,-1.64482,-259,-127,-182
5741,25.83051,101515.04688,-1.21351,-8.22438,3.21074,9.40237,-5.46923,0.24715,-2.09650,-261,-150,-155
5771,25.82859,101516.56250,-1.34393,-8.23156,3.17482,8.06635,-4.32084,-1.20592,-2.28400,-2,-144,-152
5801,25.83189,101516.59375,-1.34662,-7.59947,2.49964,6.88836,-3.45369,-1.32310,-1.59155,-232,-149,-145
5830,25.83466,101519.07031,-1.55972,-6.74471,0.83321,6.93146,-3.21933,-1.19739,-1.53616,-219,-155,-125
5860,25.83651,101517.46094,-1.42124,-6.62978,0.38069,5.25067,-2.03685,-1.04825,-1.57451,-212,-153,-112
5889,25.83618,101515.60156,-1.26124,-6.25627,-0.57463,3.14609,-1.88345,-0.55608,-1.67252,-197,-155,-113
5919,25.83921,101516.50000,-1.33855,-7.79341,0.48125,4.93463,-0.65835,0.63492,-1.77905,-189,-154,-113
5948,25.83875,101518.42188,-1.50392,-8.51169,0.98405,6.63696,0.32811,0.76488,-1.49142,-177,-156,-106
5978,25.84027,101521.86719,-1.80038,-8.35367,0.74702,5.41588,0.69670,0.53478,-1.32523,-163,-158,-119
6007,25.84370,101522.00781,-1.81248,-8.79182,0.96250,7.06794,1.64482,1.07808,-1.17396,-143,-157,-134
6037,25.84634,101517.84375,-1.45418,-8.95703,0.90504,8.79901,3.98421,1.33162,-0.39416,-137,-160,-130
6066,25.84363,101519.19531,-1.57048,-8.29621,0.44534,6.33528,5.91240,0.83732,0.14701,-129,-149,-126
6096,25.84640,101520.73438,-1.70291,-7.96579,0.94814,2.72230,6.01041,1.02908,-0.03409,-128,-157,-134
6125,25.84508,101518.18750,-1.48376,-9.10787,1.24982,6.65133,7.42725,2.50771,-0.17684,-120,-154,-137
6155,25.84574,101517.71875,-1.44342,-9.41673,1.98965,3.92903,10.27159,1.75135,0.24076,-115,-164,-122
6185,25.84508,101517.72656,-1.44409,-8.40395,2.76540,-1.10616,9.44279,1.21657,-0.31320,-111,-148,-136
6214,25.84746,101517.62500,-1.43535,-10.60190,5.56672,-0.19394,9.37674,1.79822,-0.97581,-108,-150,-123
6244,25.84752,101512.58594,-1.00174,-9.86207,5.91868,-4.90589,8.90375,1.10152,0.24502,-100,-149,-114
6273,25.84911,101518.77344,-1.53417,-8.05199,4.07268,-8.20283,5.46923,1.33375,0.47086,-97,-149,-107
6303,25.84660,101516.50781,-1.33922,-10.07037,4.45337,-2.48527,5.08786,2.49279,-0.33876,-108,-153,-118
6332,25.84785,101517.25000,-1.40309,-9.71841,4.71196,-4.77660,6.61976,1.78118,0.41334,-106,-153,-128
6362,25.84680,101514.75781,-1.18863,-8.36803,3.57707,-7.86523,4.10352,1.50207,0.70736,-109,-159,-115
6391,25.84528,101516.36719,-1.32712,-8.48296,1.97529,-6.55795,2.69733,0.96729,0.76488,-113,-161,-133
6421,25.84541,101515.61719,-1.26258,-6.89555,0.60336,-8.93548,3.46861,1.22296,0.18962,-118,-149,-138
6450,25.84416,101516.35156,-1.32578,-6.77344,0.07183,-10.26431,2.95087,2.48427,-0.48364,-118,-145,-152
6480,25.84245,101520.64062,-1.69484,-7.13258,-0.29450,-10.37205,2.46723,3.71149,-0.83093,-121,-148,-165
6509,25.84251,101516.07031,-1.30157,-7.49172,0.22985,-8.76309,1.98571,4.61274,-1.15265,-106,-139,-187
6539,25.84139,101520.48438,-1.68140,-6.06234,-0.17957,-7.87242,0.83093,4.12909,-0.27911,-90,-129,-217
6568,25.84047,101518.10156,-1.47636,-4.86998,-2.29852,-8.77746,-0.08522,3.56661,-0.00852,-88,-128,-225
6598,25.84159,101518.74219,-1.53149,-3.59143,-2.60020,-7.27624,0.20028,3.40895,-0.49643,-79,-106,-254
6627,25.84264,101521.14844,-1.73854,-1.98965,-2.43499,-9.99136,0.41334,3.26833,-0.46021,-73,-90,-279
6657,25.84001,101518.92969,-1.54762,-1.40784,-2.07585,-11.60032,-0.12997,3.26194,-0.72440,-67,-75,-287
6686,25.84020,101521.07812,-1.73248,-0.47407,-1.02715,-13.15182,-1.01416,3.67741,-0.60935,-65,-55,-297
6716,25.83776,101517.81250,-1.45149,-0.35914,0.03591,-9.73278,-0.48364,4.24627,-0.08948,-54,-35,-315
6745,25.83750,101520.24219,-1.66056,1.25700,0.06465,-8.79182,-0.19175,3.93734,0.81602,-60,-12,-327
6775,25.83776,101521.31250,-1.75265,2.87314,-1.23545,-7.15413,0.57313,2.98070,1.08234,-60,6,-324
6804,25.83657,101519.80469,-1.62291,4.20197,-3.38313,-7.91551,0.60722,2.04537,0.73719,-62,23,-334
6834,25.83902,101516.69531,-1.35536,4.81252,-4.00085,-9.45265,0.54756,2.05176,0.58165,-58,31,-334
6864,25.83842,101521.22656,-1.74526,5.49489,-4.97772,-7.36962,0.11931,2.22221,0.42825,-52,43,-339
6893,25.83888,101519.14844,-1.56644,6.63696,-4.10860,-7.71439,0.46873,2.06455,-0.37072,-53,60,-333
6923,25.83710,101519.84375,-1.62627,6.38556,-2.88033,-6.94583,0.42825,1.87705,-1.01416,-45,71,-342
6952,25.83697,101519.42969,-1.59064,6.22754,-1.42939,-6.75189,0.34516,1.68317,-1.02482,-38,83,-335
6982,25.83585,101515.44531,-1.24779,5.57390,-0.17239,-7.15413,0.32385,1.55320,-0.58591,-33,89,-324
7011,25.83750,101521.64844,-1.78156,5.27940,0.35914,-6.04797,0.14701,1.69595,0.42612,-31,106,-331
7041,25.83968,101523.06250,-1.90323,6.67288,-0.91222,-13.26675,-4.24414,1.43176,0.66261,-27,116,-342
7070,25.83532,101514.16406,-1.13754,1.73825,-3.18919,3.89311,-0.14062,0.66475,1.60008,-37,128,-348
7100,25.83618,101518.71094,-1.52880,7.21159,-3.77819,-7.38398,-0.20454,1.64908,1.00990,-57,121,-347
7129,25.83499,101520.00000,-1.63972,7.33370,-5.13575,-4.02959,1.98145,1.87066,-0.17684,-51,138,-337
7159,25.83677,101518.84375,-1.54022,7.06794,-4.31690,-3.58425,1.49781,1.74070,-0.90337,-45,150,-325
7188,25.83657,101517.63281,-1.43603,7.87242,-2.93779,-2.70794,1.01629,1.09513,-1.33375,-34,151,-312
7218,25.83453,101519.35156,-1.58392,8.27466,-1.72389,-3.27538,0.69670,0.26845,-1.13987,-28,171,-316
7247,25.83625,101517.63281,-1.43603,8.56197,-1.15644,-4.45337,0.75849,0.08735,-0.60722,-28,177,-311
7277,25.83684,101516.44531,-1.33384,8.92830,-1.92501,-5.22194,0.76701,0.41334,-0.54543,-25,177,-315
7307,25.83512,101520.73438,-1.70291,9.95545,-1.56586,-5.48771,0.82454,0.73292,-0.53052,-23,191,-310
7336,25.83625,101519.81250,-1.62358,10.00573,-1.28573,-5.49489,0.38990,1.21231,-0.39203,-16,191,-303
7366,25.83519,101519.03125,-1.55636,10.32895,-1.24264,-5.32968,0.21945,1.59795,-0.47299,-20,209,-297
7395,25.83710,101520.00000,-1.63972,9.22279,-1.02715,-3.32566,0.34729,2.01128,-0.29828,-17,206,-273
7425,25.83756,101520.57031,-1.68879,9.32335,-1.75980,-1.68079,0.25141,1.65334,-0.31107,-20,228,-275
